fname,aff/tps/homo,t1(A11/H11),t2(A12/H12),t3(A13/H13),t4(A21/H21),t5(A22/H22),t6(A23/H23),t7(H31),t8(H32),t9(H33),t10,t11,t12,t13,t14,t15,t16,t17,t18
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000017_leftImg8bit.png,2,23.5336603343,11.9747779211,-6148.9716599191,5.1508208391,20.2310510003,-3170.7879165369,0.0189786597,0.0211605196,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000018_leftImg8bit.png,2,0.3991986405,0.0602762545,215.4976111104,0.1059202951,1.1122238675,-91.3044545952,-0.000333204,0.0004527545,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000019_leftImg8bit.png,2,5.8970779415,0.7131412244,-927.1193307884,1.8218163297,3.2281029358,-616.4001626173,0.0056749537,0.0010634437,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000020_leftImg8bit.png,2,2.7401756678,-0.6138792945,-260.046529291,0.2955964749,0.8041072919,38.7613452444,0.0022698777,-0.0014583729,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000021_leftImg8bit.png,2,0.7474095711,0.5631718897,-100.1833742051,0.0792813513,1.228535322,-85.9360189911,-0.0004220846,0.0004752535,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000022_leftImg8bit.png,2,0.0200631574,-0.1688906641,246.7903394252,-0.302892143,0.4911286664,129.6806687746,-0.0009776553,-0.0001616653,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000023_leftImg8bit.png,1,-1.0949102399,-1.1279993882,-1.0567246511,-0.1902764676,0.045412365,-0.0624014436,0.955536386,0.9973434833,0.9403319386,-1.2281829898,0.0092295071,1.1120186745,-0.9749363211,0.211841504,0.8674797701,-1.1533506977,0.3230310296,1.2369230278
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000024_leftImg8bit.png,2,3.0733121609,0.0316918089,-533.3261929337,0.9194217282,1.7073051475,-332.3763556967,0.0021265052,-0.0006001059,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000025_leftImg8bit.png,2,0.0260008818,0.0823114728,114.9206840091,-0.3699183279,0.3123314026,184.01359115,-0.0012970145,-0.00008852,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000026_leftImg8bit.png,2,1.8276593886,-0.5846757642,-38.5722707424,0.3591523532,1.0111866812,-116.698,0.0010667152,-0.0009039301,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000027_leftImg8bit.png,1,-0.8810595963,-0.6543339623,-0.8055685791,0.1055472798,-0.2409653952,-0.1796189676,1.0868906972,0.7262279448,1.0409935485,-1.1579859338,-0.2201646888,0.8685617275,-0.886797396,-0.0673878434,0.9916875861,-0.8695494367,-0.2808045758,1.0869983667
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000028_leftImg8bit.png,2,-5.2699102318,-0.4492516155,1189.570687054,-2.2085388828,-2.6598659488,898.3190256957,-0.0069797005,-0.00191605,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000029_leftImg8bit.png,2,1.0329733515,0.435703303,-0.7671789073,-0.1301713037,2.1712055216,-118.0971886725,-0.0004243688,0.0017742115,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000030_leftImg8bit.png,2,2.5649734054,0.0399631767,-365.2335162742,0.5073607839,1.0847980361,-5.8322295744,0.0015421822,-0.0001653052,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000031_leftImg8bit.png,0,1.110027194,-0.0593530983,0.0823075101,0.0397300087,1.0770716667,0.2193899006,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000032_leftImg8bit.png,2,0.1496787578,-0.0923568345,155.4105235606,-0.3695061037,0.5158536851,165.0664611492,-0.0011363444,4.8471100318494E-06,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000033_leftImg8bit.png,2,1.1645307037,-0.5438462919,61.504706426,0.4776742669,0.4831701002,-79.55402293,0.0010967865,-0.0016895621,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000034_leftImg8bit.png,2,0.3811542306,0.0015353528,69.7257437026,-0.4095947388,0.3991509853,215.3451698269,-0.0007900208,-0.0003524382,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000035_leftImg8bit.png,2,1.768443083,1.493547212,-380.2803348623,-0.2992647969,3.0735623178,-229.882220868,-7.50324185869465E-05,0.0028623054,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000036_leftImg8bit.png,2,0.2620821858,0.128271056,85.7588081663,-0.1294749715,0.7812990765,-7.7012478236,-0.0009796335,5.76115530368083E-05,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000037_leftImg8bit.png,2,0.2311355992,-0.308881762,248.4349604389,-0.1343437222,0.6306002422,28.706732774,-0.000469106,-0.0006387641,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000038_leftImg8bit.png,2,37.4327570799,-3.146570512,-5750.3524040771,9.4513577999,17.9257836541,-4297.2875281382,0.0415370413,0.0029898154,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000039_leftImg8bit.png,0,0.967114985,0.1085290089,0.0214120485,-0.1300430894,1.0438218117,-0.1834962666,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000040_leftImg8bit.png,0,1.1620155573,0.2612755895,-0.0269488264,-0.1200198606,0.9991421103,-0.0940742642,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000041_leftImg8bit.png,2,0.1683630033,-0.4279580475,263.3823926075,-0.0723496897,0.1101689317,144.6573877504,-0.0006243379,-0.0008286097,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000042_leftImg8bit.png,0,1.1305152178,0.1993841976,0.1344791353,-0.1496980935,0.9835750461,-0.051996626,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000043_leftImg8bit.png,2,0.6277125378,-0.7078029787,202.4904876991,-0.0078179546,0.1077027948,129.7242238334,0.0002497711,-0.0016039743,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000044_leftImg8bit.png,0,0.7944940925,-0.096151419,-0.2078515142,0.0935925841,0.7551943064,-0.0224236138,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000045_leftImg8bit.png,2,-2.4488650571,-1.0742261972,693.8326748804,-1.1661639438,-2.0367752083,603.8846343152,-0.0037074714,-0.0030186402,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000046_leftImg8bit.png,2,1.0914440519,-0.6031864953,82.5318652063,0.0082931378,0.6061066374,4.8080353889,0.0005365868,-0.0013976056,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000047_leftImg8bit.png,2,0.7356419207,-0.1345571435,4.0705639751,-0.0594119063,0.4841004529,75.5371449942,-0.0002131088,-0.000842696,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000048_leftImg8bit.png,0,1.0937176943,-0.0789530724,-0.1125081629,-0.0283342004,0.9161990285,-0.1619365066,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000049_leftImg8bit.png,0,0.8828915954,-0.0229989588,0.1639582813,-0.1070627868,1.1320210695,0.0493934341,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000050_leftImg8bit.png,2,0.9974195883,0.1215942393,-47.9441848782,-0.0945274279,0.9543445952,10.4119065561,-0.0004899762,0.0006415892,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000051_leftImg8bit.png,2,1.5511873028,0.3541237885,-75.6721133419,0.1323586264,1.5417490479,9.434314054,0.0010249335,0.0004277076,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000052_leftImg8bit.png,2,1.0099887707,-0.6706491353,111.4039045444,0.1784291575,0.2585224455,60.1793681463,0.0006777478,-0.0015135995,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000053_leftImg8bit.png,2,0.8655158797,0.7331892877,-135.1366640452,0.2054315267,1.4151645064,-152.6370662848,-0.0008603958,0.0013668028,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000054_leftImg8bit.png,2,0.8712475855,-0.4163975633,128.4982383937,-0.1597078391,0.6832775825,92.7622610919,1.09497233246195E-05,-0.0007330747,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000055_leftImg8bit.png,2,1.3185963652,0.263992639,-22.2921446296,0.4150503023,1.6777843145,-180.8281834095,0.0004263996,0.0009754291,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000056_leftImg8bit.png,2,0.8585092241,0.7738628143,-129.7416603364,-0.492965274,1.8302025683,28.0741182854,-0.0009915898,0.0020071441,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000057_leftImg8bit.png,1,-0.8987261041,-1.1563790762,-0.5687577837,-0.1456875557,0.0568424888,-0.2096818472,1.0683915386,0.7667151977,1.1931879001,-1.1342385626,-0.2946812498,0.6897631707,-0.9514911058,0.2864370596,1.2044533818,-0.8120923062,-0.067537343,0.6287375708
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000058_leftImg8bit.png,2,1.051312206,0.7662168854,-110.2322357019,0.1096365362,2.1798468718,-203.1002048212,-4.22021652524195E-05,0.0013954849,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000059_leftImg8bit.png,2,2.5122799621,0.4088816089,-175.5866654225,-0.0412046788,4.2211369373,-421.0113376569,0.000903841,0.0034849742,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000060_leftImg8bit.png,2,0.5932965469,-0.3769606037,134.1246121598,-0.1574348152,0.2540863747,155.4772432472,-0.0001847322,-0.0009779238,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000061_leftImg8bit.png,2,3.6390368998,-0.7395721946,-259.6073409014,1.5793409002,2.2664125237,-569.5599465009,0.0027258567,0.0008047492,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000062_leftImg8bit.png,0,0.8033149838,0.1615996063,-0.0763017014,-0.0612749457,1.0692250729,0.0847477987,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000063_leftImg8bit.png,0,1.2381017208,0.1261021942,-0.0613454022,-0.0849658772,1.161626339,-0.0187676121,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000064_leftImg8bit.png,2,0.435226421,0.0908861868,46.3423395734,-0.3338176213,0.7282080875,122.8674843894,-0.0011772666,0.0007171539,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000065_leftImg8bit.png,2,10.6638913101,2.7417405148,-1785.7878259606,2.8109836929,10.6836940994,-1754.5182320041,0.013274497,0.0074332341,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000066_leftImg8bit.png,2,0.7400628206,1.4918694164,-192.4056583104,-0.3637071572,2.0970391105,-30.2197060022,-0.0015145725,0.0032582204,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000067_leftImg8bit.png,2,0.5349530889,0.0590909554,41.3050965838,-0.1826581732,0.7522741833,48.5013994321,-0.0003179948,-0.0005569689,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000068_leftImg8bit.png,2,0.5797843599,1.8963264128,-175.2516653798,-0.6477961594,3.1691553443,-88.6673940464,-0.001699051,0.0041303776,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000069_leftImg8bit.png,2,0.7941734252,-0.3411328201,100.3647859922,-0.0031555099,1.1868490971,-118.1478757462,-0.0003293901,-0.0001751056,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000070_leftImg8bit.png,2,2.9119448082,1.3354979284,-494.52317369,0.1222244882,4.3200488018,-330.9697958483,0.00103668,0.0049410014,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000071_leftImg8bit.png,2,18.0205423263,0.7910929671,-3489.6815883996,6.8551588621,12.498697397,-3124.332912066,0.0192120083,0.0059642588,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000072_leftImg8bit.png,2,-0.0621889883,-0.0850868362,191.0112769991,-0.4099977798,0.264237404,196.9257753957,-0.001364462,-0.0002076244,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000073_leftImg8bit.png,0,0.8508347869,0.2734510899,0.2401396185,-0.1043903977,1.160974741,0.0197738335,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000074_leftImg8bit.png,2,5.293369038,2.897729734,-1356.0194537973,-0.2504947132,6.1198584283,-590.5808376159,0.0016383786,0.0078497778,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000075_leftImg8bit.png,0,1.1180810928,0.0288384557,0.0536699593,0.2196686566,0.9020437002,0.0215224922,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000076_leftImg8bit.png,2,0.1081782685,0.4841401256,38.3693633334,-0.3011761786,1.0218571111,21.3531164616,-0.0015332073,0.001053422,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000077_leftImg8bit.png,1,-1.0275557531,-1.0629583639,-1.2837399607,0.001439566,-0.03210284,-0.0321008577,0.7688618841,0.8344301219,0.6496553914,-0.8585564778,-0.1793804391,1.1021631871,-1.0988684399,-0.4492212879,0.7970465853,-0.8937743592,0.0676569483,0.8622973984
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000078_leftImg8bit.png,2,1.0487417278,-0.538829272,121.4080979776,0.001776855,0.335022588,116.2384818187,0.0009668326,-0.001782681,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000079_leftImg8bit.png,0,1.0915898085,0.1898317784,0.0616430044,-0.0649917498,0.9628950357,-0.1769323796,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000080_leftImg8bit.png,2,0.7224259232,-0.2587299373,118.0130483972,-0.0005091622,0.6840710192,2.9173269822,-0.000079227,-0.0007508092,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000081_leftImg8bit.png,2,1.3850958671,-0.4060836098,18.8908351982,0.4231016441,1.1925238573,-135.1678627466,0.0008264006,-0.0005021178,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000082_leftImg8bit.png,2,1.4405751995,0.7129512445,-7.4529018261,0.207169977,2.140226946,-189.5404086061,0.0002808844,0.0021803514,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000083_leftImg8bit.png,1,-0.8167741642,-1.1193282711,-1.0209013555,-0.0956400804,-0.4858552523,-0.4855658599,1.1111792516,1.0619749719,0.7348729513,-0.8850935057,0.1524515569,1.0668456735,-0.7148696134,-0.040781074,1.0055784828,-1.0658838093,0.1031182727,1.3679631923
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000084_leftImg8bit.png,2,-5.5329355117,-1.7549948352,1279.9017769584,-0.9866581022,-5.6778453889,968.6995057467,-0.0062321029,-0.0065295702,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000085_leftImg8bit.png,2,1.3431195775,0.2450665309,-15.9971617944,0.0311975373,1.8598302085,-137.1806044821,0.000294487,0.001170296,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000086_leftImg8bit.png,2,20.741510056,23.1299868117,-6995.9386745794,-2.2612100231,33.6421035279,-2197.3867457962,0.0066353445,0.0533300363,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000087_leftImg8bit.png,1,-1.381094827,-1.4525490957,-0.9396474397,-0.0695435289,-0.0118393392,-0.0289754793,0.9913211952,1.290963715,1.0762199861,-1.0990258459,0.1463783376,0.982794885,-1.0137992553,-0.1157901355,0.7933621358,-0.8541775827,-0.0602211012,0.7138127452
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000088_leftImg8bit.png,2,0.1725877271,-0.1713478153,226.4027802467,-0.0331046829,0.8492029456,-62.077967789,-0.0005447761,-0.0003966385,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000089_leftImg8bit.png,2,1.3980427467,-0.7068246603,84.4733314966,0.325159359,0.3016264171,69.0519704204,0.0011310676,-0.0016722741,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000090_leftImg8bit.png,2,0.9247249461,-0.2174479393,-7.9913952428,0.1446255252,0.6023868653,18.6382845409,0.0001054814,-0.000617566,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000091_leftImg8bit.png,0,1.1783556938,0.1000958532,0.180126816,-0.1418760121,0.9762630463,-0.2205164135,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000092_leftImg8bit.png,0,1.0836369991,-0.1398376226,-0.1019412056,0.0972174704,0.9992117286,-0.2265111059,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000093_leftImg8bit.png,2,3.2262056291,-0.2972099563,-93.2923430516,0.4864883886,3.3281839103,-357.4976141786,0.0030986522,0.0016923447,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000094_leftImg8bit.png,2,0.1137066458,0.2182500527,82.4032767,-0.2858720503,0.5411116191,110.553193249,-0.0013118306,0.000275394,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000095_leftImg8bit.png,0,0.7548170686,0.1758283973,-0.2140651196,-0.1789463907,0.780328691,0.2022565156,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000096_leftImg8bit.png,2,0.0862582773,0.1206007543,167.4972701835,-0.1768878953,0.8591452891,-4.4896696885,-0.0010000215,0.0001268406,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000097_leftImg8bit.png,0,1.1852573156,0.14074561,0.1977942437,-0.1394307762,0.8455220461,0.2149122506,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000098_leftImg8bit.png,2,0.8673836551,-0.7269444381,172.4766238951,0.2822105132,0.2244661133,22.4675383272,0.0001248359,-0.0011999398,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000099_leftImg8bit.png,0,0.8218365908,-0.0689456016,0.113428995,0.0910229161,1.2204164267,-0.0816071481,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000100_leftImg8bit.png,1,-1.0312134824,-1.1796999666,-1.264604303,0.0874174436,0.1672081846,0.1432674146,0.9459821611,1.275462841,0.771698974,-1.142414326,0.0299481865,0.9029810635,-1.1647162552,-0.084457954,1.3797530969,-1.0914005525,-0.0988463836,0.7603883567
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000101_leftImg8bit.png,2,1.6237546032,-0.2205682825,-141.7400010543,0.4744977621,0.6619486554,-41.0164245532,0.0011785615,-0.0011939367,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000102_leftImg8bit.png,2,0.4178940465,-0.1903136171,111.3229486192,-0.3473299218,0.3900653466,187.6836330508,-0.000601131,-0.000597537,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000103_leftImg8bit.png,2,0.9851738056,1.3542117488,-36.5774411646,0.3352147031,3.5031147648,-539.6243541824,-0.0007873194,0.0041743026,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/augsburg/augsburg_000000_000104_leftImg8bit.png,2,1.4700800037,-0.0444528928,-94.8165974383,0.5481009982,0.6731069362,-77.6930360277,0.000981653,-0.0005791724,1,0,0,0,0,0,0,0,0,0
